Open,High,Low,Close,Volume,OpenInt
50.443000000000005,50.451,50.443000000000005,50.451,2.19,0
49.885,49.885,49.885,49.885,1.1,0
50.809,50.809,50.809,50.809,2.6,0
51.06399999999999,51.156000000000006,50.982,50.982,16.47,0
51.156000000000006,51.387,51.156000000000006,51.229,16.39,0
51.239,51.239,51.229,51.229,7.35,0
51.505,51.505,51.458,51.458,15.07,0
51.42100000000001,51.659,51.42100000000001,51.576,12.02,0
51.387,51.428999999999995,51.193000000000005,51.193000000000005,10.68,0
51.43899999999999,51.448,51.093,51.093,8.15,0
51.22,51.239,51.22,51.239,3.67,0
51.02,51.02,51.0,51.0,3.72,0
51.11,51.11,51.11,51.11,1.1,0
51.093,51.093,50.99100000000001,50.99100000000001,6.34,0
51.468,51.576,51.468,51.485,4.15,0
52.181999999999995,52.181999999999995,51.595,51.614,8.75,0
51.576,51.623999999999995,51.477,51.477,10.3,0
51.376999999999995,51.396,51.303000000000004,51.396,5.26,0
51.75899999999999,51.75899999999999,51.75899999999999,51.75899999999999,1.1,0
51.933,51.998999999999995,51.293,51.348,32.01,0
51.586000000000006,51.586000000000006,51.586000000000006,51.586000000000006,1.18,0
51.266000000000005,51.266000000000005,51.148,51.156000000000006,16.18,0
51.33,51.338,51.156000000000006,51.156000000000006,70.43,0
51.038000000000004,51.038000000000004,50.726000000000006,50.726000000000006,14.44,0
50.826,50.826,50.71,50.71,7.66,0
50.63399999999999,50.63399999999999,50.63399999999999,50.63399999999999,1.1,0
51.202,51.239,51.01,51.129,8.75,0
51.696999999999996,51.696999999999996,51.211000000000006,51.211000000000006,3.92,0
50.352,50.352,50.196000000000005,50.352,5.47,0
50.443000000000005,50.506,50.443000000000005,50.498000000000005,8.52,0
50.113,50.113,50.023,50.023,7.66,0
50.544,50.67100000000001,50.544,50.67100000000001,3.92,0
51.239,51.595,51.038000000000004,51.43899999999999,13.11,0
51.769,51.769,51.769,51.769,1.1,0
52.153999999999996,52.446999999999996,52.153999999999996,52.328,19.27,0
52.437,52.437,52.263000000000005,52.263000000000005,8.75,0
52.41,52.483000000000004,52.382,52.428000000000004,7.66,0
52.428000000000004,52.601000000000006,52.428000000000004,52.601000000000006,15.3,0
53.159,53.169,53.115,53.151,22.8,0
53.078,53.078,53.078,53.078,1.1,0
53.122,53.196000000000005,53.122,53.196000000000005,3.27,0
53.49,54.111000000000004,53.49,53.93899999999999,8.75,0
53.43600000000001,53.507,53.316,53.507,6.57,0
53.417,53.526,53.297,53.397,12.02,0
53.371,53.371,53.371,53.371,1.46,0
53.033,53.033,53.033,53.033,8.89,0
53.233000000000004,53.233000000000004,53.233000000000004,53.233000000000004,1.1,0
52.913000000000004,52.913000000000004,52.913000000000004,52.913000000000004,1.85,0
53.106,53.106,53.106,53.106,2.99,0
53.196000000000005,53.196000000000005,52.731,52.831,29.51,0
53.407,53.407,52.263000000000005,52.272,3.27,0
52.181999999999995,52.463,52.181999999999995,52.391000000000005,17.35,0
52.886,53.39,52.886,53.39,13.11,0
53.333999999999996,53.736000000000004,53.333999999999996,53.653999999999996,39.33,0
53.775,54.13,53.681000000000004,54.13,18.93,0
54.02,54.038999999999994,53.856,53.873000000000005,6.22,0
54.085,54.165,54.085,54.148,4.36,0
54.77,54.77,54.641999999999996,54.744,97.91,0
54.761,54.761,54.761,54.761,2.19,0
55.218999999999994,55.218999999999994,55.082,55.208999999999996,4.36,0
55.666000000000004,55.666000000000004,55.666000000000004,55.666000000000004,1.1,0
56.162,56.162,54.917,55.236999999999995,26.95,0
55.411,55.448,55.292,55.448,17.59,0
55.538000000000004,55.538000000000004,55.538000000000004,55.538000000000004,1.1,0
56.675,56.675,55.538000000000004,55.568000000000005,9.44,0
55.622,55.622,55.622,55.622,1.91,0
54.898,54.898,54.898,54.898,4.64,0
55.504,55.603,55.448,55.603,18.57,0
54.908,55.558,54.908,55.558,6.24,0
56.536,56.536,54.67,55.155,35.2,0
55.236999999999995,55.236999999999995,55.236999999999995,55.236999999999995,1.1,0
55.813,55.813,55.43899999999999,55.613,15.99,0
55.951,55.951,55.466,55.466,23.19,0
55.411,55.411,55.228,55.228,4.36,0
55.071999999999996,55.071999999999996,55.062,55.062,10.45,0
56.463,56.873999999999995,56.298,56.873999999999995,54.39,0
57.269,57.552,55.797,55.797,83.49,0
55.96,57.03,55.96,57.03,2.19,0
55.858000000000004,56.993,55.666000000000004,55.915,21.89,0
57.141000000000005,57.405,57.141000000000005,57.405,22.18,0
56.188,57.305,56.188,56.501000000000005,43.82,0
57.332,57.332,56.501000000000005,57.222,71.11,0
58.273999999999994,58.273999999999994,57.295,57.295,18.6,0
58.593999999999994,58.593999999999994,57.205,57.205,54.46,0
57.215,57.248999999999995,57.001999999999995,57.001999999999995,69.99,0
56.993,57.507,56.93899999999999,57.498000000000005,13.25,0
57.278,57.964,57.278,57.964,10.92,0
58.284,58.603,58.284,58.44,5.72,0
58.46,60.004,56.812,57.24,210.47,0
57.187,59.007,57.187,58.356,249.29,0
58.313,58.678000000000004,57.917,58.385,43.61,0
58.42100000000001,58.523,58.375,58.375,10.35,0
58.229,58.678000000000004,57.983000000000004,58.678000000000004,14.76,0
58.917,59.354,58.917,59.299,31.3,0
59.161,60.47,59.016000000000005,59.016000000000005,56.09,0
59.18,59.218,57.917,58.933,138.35,0
57.644,57.644,56.098,56.272,98.56,0
56.544,56.591,56.472,56.472,36.82,0
56.001000000000005,56.875,56.001000000000005,56.803000000000004,19.8,0
56.968,57.042,56.968,57.042,12.97,0
57.943000000000005,57.943000000000005,56.655,57.143,98.2,0
57.162,57.162,57.162,57.162,3.63,0
57.153,57.243,55.772,56.986999999999995,32.77,0
55.881,57.068999999999996,55.441,56.342,42.91,0
54.916000000000004,57.088,54.437,54.76,64.67,0
55.45,57.365,55.45,56.601000000000006,100.38,0
56.636,56.958999999999996,56.49,56.675,98.57,0
56.315,56.875,55.394,56.831,51.97,0
56.783,56.922,56.675,56.71,35.06,0
56.553000000000004,56.849,56.48,56.821000000000005,30.97,0
57.023,57.233000000000004,56.968,57.233000000000004,84.02,0
56.544,57.17,56.50899999999999,56.526,192.39,0
56.278,57.19,56.278,57.162,24.63,0
57.494,57.494,57.224,57.224,13.46,0
57.114,57.299,57.097,57.299,34.49,0
57.208,57.336000000000006,57.19,57.19,25.23,0
57.622,57.667,57.243,57.299,21.69,0
57.365,57.538999999999994,57.365,57.512,23.06,0
56.168,56.986999999999995,56.168,56.813,26.39,0
56.176,56.176,55.551,55.551,86.57,0
56.103,56.103,55.22,55.238,36.64,0
55.238,55.238,55.22,55.22,6.08,0
55.571000000000005,55.571000000000005,55.016999999999996,55.071999999999996,58.11,0
55.707,55.707,55.541000000000004,55.541000000000004,7.89,0
55.522,55.522,54.861000000000004,55.385,11.16,0
55.66,57.998999999999995,53.977,53.986000000000004,65.24,0
54.511,54.511,54.428000000000004,54.428000000000004,15.85,0
55.348,55.801,55.33,55.762,20.85,0
56.29600000000001,56.29600000000001,55.863,55.863,3.24,0
56.50899999999999,56.581,56.472,56.48,6.95,0
56.813,56.813,56.626999999999995,56.626999999999995,6.28,0
56.535,56.831,56.535,56.831,11.31,0
57.06,57.233000000000004,56.601000000000006,57.233000000000004,10.73,0
57.382,57.42,57.291000000000004,57.42,11.39,0
56.72,57.291000000000004,56.72,56.931000000000004,29.53,0
56.783,56.803000000000004,56.783,56.803000000000004,8.11,0
57.428999999999995,57.428999999999995,57.428999999999995,57.428999999999995,3.35,0
57.162,57.751000000000005,57.162,57.751000000000005,5.46,0
57.464,57.474,57.464,57.474,5.38,0
57.777,57.777,57.318000000000005,57.345,47.97,0
57.732,57.76,57.713,57.76,13.83,0
58.118,58.118,58.101000000000006,58.118,11.89,0
57.318000000000005,57.355,57.162,57.162,29.37,0
58.062,58.062,58.045,58.045,7.96,0
58.062,59.481,58.008,58.071999999999996,51.62,0
58.441,58.441,58.412,58.412,21.86,0
58.34,58.34,58.313,58.313,4.86,0
57.76,57.982,57.76,57.953,4.46,0
57.575,57.575,57.575,57.575,4.87,0
57.512,57.512,57.512,57.512,3.4,0
57.676,57.676,57.365,57.365,7.12,0
56.665,56.665,56.665,56.665,2.13,0
57.263000000000005,57.263000000000005,57.19,57.233000000000004,4.95,0
57.282,57.501999999999995,57.282,57.501999999999995,11.03,0
57.391000000000005,57.887,57.162,57.162,15.46,0
56.995,56.995,56.995,56.995,2.31,0
57.309,57.309,57.162,57.18,16.99,0
57.18,57.18,57.18,57.18,1.09,0
57.282,57.318000000000005,57.282,57.318000000000005,10.41,0
57.566,57.622,57.538999999999994,57.622,19.44,0
58.126999999999995,58.126999999999995,58.126999999999995,58.126999999999995,7.25,0
58.118,58.303000000000004,58.118,58.303000000000004,4.63,0
58.772,58.772,58.772,58.772,3.24,0
57.53,57.53,57.474,57.474,5.08,0
57.786,57.786,57.566,57.566,15.19,0
57.208,57.208,56.903,56.903,20.87,0
57.143,57.143,57.143,57.143,2.73,0
57.676,57.843,57.676,57.786,9.07,0
58.082,58.184,58.082,58.184,7.21,0
58.367,58.367,58.263999999999996,58.349,7.54,0
58.136,58.136,58.136,58.136,4.34,0
58.082,58.082,57.872,57.872,6.86,0
58.052,58.256,58.027,58.092,25.27,0
58.468,58.468,58.422,58.422,8.82,0
58.313,58.34,58.303000000000004,58.303000000000004,45.33,0
58.515,58.57,58.431000000000004,58.56,11.82,0
58.441,58.515,58.386,58.505,13.49,0
58.515,58.515,58.477,58.477,6.39,0
58.533,58.533,58.052,58.349,24.54,0
58.376000000000005,58.706,58.376000000000005,58.376000000000005,8.15,0
58.349,58.349,58.247,58.34,9.32,0
58.781000000000006,58.891999999999996,58.781000000000006,58.891999999999996,12.56,0
